DIVISION_NAME,DISTRICT_NAME,THANA_NAME,TYP,LVL,EIIN,INSTITUTE_NAME_NEW,POST_OFFICE,LOCATION,MOBPHONE
DHAKA,DHAKA,SAVAR,SCHOOL AND COLLEGE,Higher Secondary ,108462,MIRPUR MAFID-E-AM SCHOOL & COLLEGE,AMIN BAZAR,BEGUNBARI,171866522
DHAKA,DHAKA,SAVAR,SCHOOL AND COLLEGE,Higher Secondary ,108429,MOHAMMAD ALI YEAKUB ALI  SCHOOL AND COLLEGE,RAJFULBARIA,RAJ FUL BARIA,1715015937
DHAKA,DHAKA,SAVAR,SCHOOL AND COLLEGE,Higher Secondary ,108459,SAVAR CANTONMENT PUBLIC SCHOOL AND COLLEGE,SAVAR CANTT,DHAKA ARICHA,1769093170
DHAKA,DHAKA,SHAH ALI,SCHOOL AND COLLEGE,Higher Secondary ,108222,BCIC COLLEGE,MIRPUR,CHIRIAKHANA ROAD,
DHAKA,DHAKA,SHAHBAGH,SCHOOL AND COLLEGE,Higher Secondary ,108358,ENGINEERING UNIVERSITY SCHOOL & COLLEGE,RAMNA,FULAR ROAD,1199876606
DHAKA,DHAKA,SHYAMPUR,SCHOOL AND COLLEGE,Higher Secondary ,108481,A. K.  HIGH SCHOOL AND COLLEGE,DHANIA,DHANIA,1711783330
DHAKA,DHAKA,SHYAMPUR,SCHOOL AND COLLEGE,Higher Secondary ,132066,SHYAMPUR MODEL SCHOOL AND COLLEGE,FORIDABAD,5 NO ROAD KODOMTOLI,1732840855
DHAKA,DHAKA,SUTRAPUR,SCHOOL AND COLLEGE,Higher Secondary ,132087,COSMOPOLITAN LABRATORY  SCHOOL AND COLLEGE,,"29, TANU GONJ LANE",
DHAKA,DHAKA,SUTRAPUR,SCHOOL AND COLLEGE,Higher Secondary ,108513,K.L. JUBILEE SCHOOL AND COLLEGE,DHAKA SADAR,39 NORTH  RUK HOLL ROAD,1914724838
DHAKA,DHAKA,SUTRAPUR,SCHOOL AND COLLEGE,Higher Secondary ,108498,MONIZA RAHMAN GIRLS HIGH SCHOOL AND COLLEGE,GENDARIA,"23-26, ROJONI CHOUDHURY ROAD",
DHAKA,DHAKA,SUTRAPUR,SCHOOL AND COLLEGE,Higher Secondary ,108514,"SHER-E-BANGLA BALIKA MAHAVIDYALAYA,HATKHOLA ROAD",WARI,20 HATKHULA ROAD,1717355195
DHAKA,DHAKA,TEJGAON,SCHOOL AND COLLEGE,Higher Secondary ,108523,NAZNEEN HIGH SCHOOL AND COLLEGE,TEJGAON,52/B PURBO RAZA BAZAR,1716374434
DHAKA,DHAKA,TEJGAON,SCHOOL AND COLLEGE,Higher Secondary ,108518,SHERE BANGLA NOGOR GOVT.GIRLS SCHOOL & COLLEGE,MOHAMMADPUR,MAHBUB MURSHID,1712750393
DHAKA,DHAKA,UTTAR KHAN,SCHOOL AND COLLEGE,Higher Secondary ,132080,BAIKAL SCHOOL & COLLEGE,UJAMPUR,UJAMPUR,
DHAKA,DHAKA,UTTARA,SCHOOL AND COLLEGE,Higher Secondary ,108574,BADSHA FAHAD SCHOOL AND COLLEGE,UTTARA,UTTARA,1712191184
DHAKA,DHAKA,UTTARA,SCHOOL AND COLLEGE,Higher Secondary ,134389,DHAKA MEGACITY COLLEGE,UTTARA,"51,SHAH MOKDUM AVENUE,SECTOR-12",1911162282
DHAKA,DHAKA,UTTARA,SCHOOL AND COLLEGE,Higher Secondary ,132122,HOLY CHILD SCHOOL & COLLEGE,UTTARA,14 NO ESHA KHA EVENUE,1715054465
DHAKA,DHAKA,UTTARA,SCHOOL AND COLLEGE,Higher Secondary ,108570,I.E.S.UCHCHA MADYANIC BIDYALAYA,UTTARA,UTTARA,1712114893
DHAKA,DHAKA,UTTARA,SCHOOL AND COLLEGE,Higher Secondary ,108572,MILESTONE COLLEGE,UTTARA,"44,GORIB-E-NEOAJ AVINIUE",1911162282
DHAKA,DHAKA,UTTARA,SCHOOL AND COLLEGE,Higher Secondary ,108540,NAWAB HABIBULLAH MODEL SCHOOL AND COLLEGE,AZAMPUR,SHAJALAL AVENEU,1711243860
DHAKA,DHAKA,UTTARA,SCHOOL AND COLLEGE,Higher Secondary ,108573,RAJUK UTTARA MODEL COLLEGE,UTTARA,SECTOR 6 UTTORA MODDEL TOUNE,1714034441
DHAKA,DHAKA,UTTARA,SCHOOL AND COLLEGE,Higher Secondary ,131890,"SRISTY CENTRAL SCHOOL AND COLLEGE,UTTARA",AZAMPUR,ROAD 5,1712297215
DHAKA,DHAKA,UTTARA,SCHOOL AND COLLEGE,Higher Secondary ,108538,UTTARA HIGH SCHOOL AND COLLEGE,UTTARA MODEL TOWN,27,1817505806
DHAKA,DHAKA,UTTARA,SCHOOL AND COLLEGE,Higher Secondary ,134526,UTTARA RESIDENTIAL SCHOOL & COLLEGE,UTTARA,"HOUSE- 05, ROAD-16,SECTOR-04",1716302127
DHAKA,FARIDPUR,FARIDPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,108743,"HALIMA GIRLS SCHOOL AND COLLEGE, FARIDPUR",FARIDPUR,KAMALAPUR,1716214636
DHAKA,FARIDPUR,FARIDPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,108775,KABI JASIM UDDIN SCHOOL AND COLLEGE,TAMBULKHANA,TAMBULKHANA,1718653808
DHAKA,FARIDPUR,MADHUKHALI,SCHOOL AND COLLEGE,Higher Secondary ,108807,SUKUR MAMUD HIGHER SECONDARY SCHOOL,RAIPUR HAT,BORO GOPALDI,1716556462
DHAKA,FARIDPUR,SADARPUR,SCHOOL AND COLLEGE,Higher Secondary ,108913,AKOTER CHAR S.C.  UCCHO BIDDYALOY &  COLLEGE,AKOTER CHAR,AKOTER CHAR,1718181245
DHAKA,GAZIPUR,GAZIPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,132208,GAZIPUR RESIDENTIAL MODEL SCHOOL & COLLEGE,BHAOAL MIRZAPUR,B.K. BARI,01711-850907
DHAKA,GAZIPUR,GAZIPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,109028,HATIMARA UCHCHA MADYAMIK BIDYALAYA,SARDAGONJ,HATIMARA,1711334168
DHAKA,GAZIPUR,GAZIPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,135243,LINCOeN INTERNATIONAL SCHOOL AND COLLEGE,CHANDONA,AUTPARA,1817521516
DHAKA,GAZIPUR,GAZIPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,109043,M.E.H.ARIF COLLEGE,NILNAGAR,KONA BARI,1713506873
DHAKA,GAZIPUR,GAZIPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,109039,RAJENDRAPUR CANTonment PUBLIC SCHOOL AND COLLEGE,RAJENDRAPUR CANTONMENT,NAYANPUR,
DHAKA,GAZIPUR,GAZIPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,109063,SAFIUDDIN  SARKER  ACADEMY  AND  COLLEGE,NISHATNAGAR,AOCPARA,01715158282/9801266
DHAKA,GAZIPUR,GAZIPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,109042,SALNA NASIR UDDIN MEMORIAL HIGH SCHOOL AND COLLEGE,SALNA,LALNA,1711057451
DHAKA,GAZIPUR,GAZIPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,109062,TONGI PILOT SCHOOL AND GIRLS COLLEGE,NISHAT NAGAR,AUCH PARA,1715026665
DHAKA,GAZIPUR,KALIAKAIR,SCHOOL AND COLLEGE,Higher Secondary ,135394,BANGLADESH ADVENTIST SEMINARY SCHOOL & COLLEGE,GOALBATHAN,GOALBATHAN,1715052450
DHAKA,GAZIPUR,KALIAKAIR,SCHOOL AND COLLEGE,Higher Secondary ,109113,BARAI BARI A.K.U.INSTITUTION AND COLLEGE,BARAIBARI,BARAI BARI,1715194424
DHAKA,GAZIPUR,KALIAKAIR,SCHOOL AND COLLEGE,Higher Secondary ,109086,VASHA SHAHEED ABDUL JABBAR ANSAR VDP HIGH SCHOOL,ANSAR ACADEMY,ANSAR ACADEMY,1712600784
DHAKA,GAZIPUR,KALIGANJ,SCHOOL AND COLLEGE,Higher Secondary ,109183,AZMATPUR ADARSHA SCHOOL AND COLLEGE,AZMATPUR,AZMATPUR,1073738107
DHAKA,GAZIPUR,KAPASIA,SCHOOL AND COLLEGE,Higher Secondary ,109326,TARAGANJ H. N. UCCHA MADHYAMIC BIDYLAYA,TARAGANJ,EKDALA,1718517620
DHAKA,GAZIPUR,TONGI,SCHOOL AND COLLEGE,Higher Secondary ,109051,SHAHAJUDDIN SARKER MODEL HIGHER SECONDARY SCHOOL,ISLAMPUR,DOWPARA,1715004393
DHAKA,GOPALGANJ,GOPALGANJ SADAR,SCHOOL AND COLLEGE,Higher Secondary ,134093,SHEIKH HASINA GIRLS HIGH SCHOOL AND COLLEGE,GOPALGANJ,GOPAL GANJ POURASAOVA,1734046468
DHAKA,GOPALGANJ,KASHIANI,SCHOOL AND COLLEGE,Higher Secondary ,109496,UDYAN BIDYA PITH HIGHER SECONDARY SCHOOL,HATHAR,RAHUTHAR,1740595905
DHAKA,GOPALGANJ,KOTALIPARA,SCHOOL AND COLLEGE,Higher Secondary ,109594,NESARUDDIN TALUKDER UCHCHA MADYAMIC BIDYALAYA,SITAIKUNDA,SYTAIKUNDA,1712212894
DHAKA,GOPALGANJ,MUKSUDPUR,SCHOOL AND COLLEGE,Higher Secondary ,109657,BATIKA MARI UCHCHA MADHYAMIK MADHYAMIR BIDYALAY,BATIKAMARI,BATY KAMARY,1718227191
DHAKA,GOPALGANJ,MUKSUDPUR,SCHOOL AND COLLEGE,Higher Secondary ,109624,DURBASUR ADARSHA  HIGH SCHOOL AND COLLEGE,BAHUGRAM,DURBASUR,1716763930
DHAKA,GOPALGANJ,MUKSUDPUR,SCHOOL AND COLLEGE,Higher Secondary ,109596,MOULOVI ABDUL HYE MEMORIAL HIGH SCHOOL,FULARPARH,GOBINDAPUR,1716355692
DHAKA,GOPALGANJ,TUNGIPARA,SCHOOL AND COLLEGE,Higher Secondary ,109673,KHAN SAHEB SHAIKH MOSHARROF HOSSAIN SCHOOL & COLLEGE,TUNGIPARA,TUNGIPARA,1715322404
DHAKA,JAMALPUR,BAKSHIGANJ,SCHOOL AND COLLEGE,Higher Secondary ,109693,CHANDRABAZ RASHIDA BEGUM SCHOOL AND COLLEGE,CHANDRABAZ,CHANDRABAZ,1712128723
DHAKA,JAMALPUR,ISLAMPUR,SCHOOL AND COLLEGE,Higher Secondary ,109860,GUTHAIL UCHCHA MADYMIC BIDYALAYA,GILABARI,GILABARI,
DHAKA,JAMALPUR,ISLAMPUR,SCHOOL AND COLLEGE,Higher Secondary ,109859,ISLAMPUR J.J.K.M. GIRLS HIGH SCHOOL AND COLLEGE,ISLAMPUR,KINGJALA,1715479696
DHAKA,JAMALPUR,JAMALPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,132054,HASIL  HIGHER  SECONDARY  SCHOOL,HAJI PUR,HASHIL,1718784963
DHAKA,JAMALPUR,JAMALPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,110001,NURUNDI UCHCHA MADHYAMIK BIDYALAYA,NARUNDI,NARUNDI,1716138394
DHAKA,JAMALPUR,JAMALPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,110002,PEARPUR MOHARAJA SASHIKANTA MADHYAMIC BIDYALYA,PEARPUR BAZAR,BARI GHAGURI,1716628436
DHAKA,JAMALPUR,MADARGANJ,SCHOOL AND COLLEGE,Higher Secondary ,110080,TEGHARIA SHAHED ALI HIGH CSHOOL & COLLEGE,TEGHARIA,TEGHARIA,1716046154
DHAKA,JAMALPUR,SARISHABARI UPAZILA,SCHOOL AND COLLEGE,Higher Secondary ,110225,BHATARA USHCHA MADHYAMIK BIDYALAY,BHATARA,BHATARA,1712836177
DHAKA,JAMALPUR,SARISHABARI UPAZILA,SCHOOL AND COLLEGE,Higher Secondary ,110224,JOMUNA SARKARKHANA HIGHER SECONDARY SCHOOL,JANUMA SARKARKHANA,TARAKANDI,
DHAKA,JAMALPUR,SARISHABARI UPAZILA,SCHOOL AND COLLEGE,Higher Secondary ,110222,SARISHA BARI  PILOT UCCHA MADHYAMIK BALIKA BIDYALAYA,SARISHABARI,5521,1190510781
DHAKA,KISHOREGANJ,BAJITPUR,SCHOOL AND COLLEGE,Higher Secondary ,110260,AFTAB UDDIN SCHOOL AND COLLEGE,BHAGALPUR,BHAGALPUR,1814271367
DHAKA,KISHOREGANJ,BAJITPUR,SCHOOL AND COLLEGE,Higher Secondary ,110244,BAJITPUR  RAZZAKUNESSA  PILOT  GIRLS  HIGH  SCHOOL AND COLLEGE,BAJITPUR,BAJITPUR,1711272555
DHAKA,KISHOREGANJ,HOSSAINPUR,SCHOOL AND COLLEGE,Higher Secondary ,110296,HOSSAIN PUR MODEL PILOT HIGH SCHOOL & COLLEGE,HOSSAIN PUR,DIPSHOR,1714689202
DHAKA,KISHOREGANJ,HOSSAINPUR,SCHOOL AND COLLEGE,Higher Secondary ,110292,S R D SHAMS UDDIN BHUYIAN  SCHOOL  & COLLEGE,SAHEDAL,SHAEADAL,1712108538
DHAKA,KISHOREGANJ,KATIADI,SCHOOL AND COLLEGE,Higher Secondary ,110391,CHATAL BAGHATA SCHOOL and college,CHATAL,CHATAL,1716249506
DHAKA,KISHOREGANJ,PAKUNDIA,SCHOOL AND COLLEGE,Higher Secondary ,110579,CHARTEKI GIRLS SCHOOL AND COLLEGE,TARAKANDI,CHARTAKI,1720541603
DHAKA,KISHOREGANJ,PAKUNDIA,SCHOOL AND COLLEGE,Higher Secondary ,110618,JANGALIA UNION UCHCHA MADHYAMIK SCHOOL & COLLEGE,JANGALIA,JANGALIA,1713683594
DHAKA,KISHOREGANJ,PAKUNDIA,SCHOOL AND COLLEGE,Higher Secondary ,110563,SHIMULIA UCHCHO MADDOMIC BIDDALOY,KALADIA,SHIMULIA,1726295072
DHAKA,MADARIPUR,KALKINI,SCHOOL AND COLLEGE,Higher Secondary ,110718,D.K.IDEAL SYED ATAHAR ALI ACADEMY & COLLEGE,DASAR,DASAR,1924936394
DHAKA,MADARIPUR,KALKINI,SCHOOL AND COLLEGE,Higher Secondary ,110656,KHASHER HAT SAYED ABUL HOSSAIN SCHOOL & COLLEGE,KAIRHAT,UTTAR CHHAYGAON,1720160301
DHAKA,MADARIPUR,RAJOIR,SCHOOL AND COLLEGE,Higher Secondary ,110822,SHAHID SARDAR SAJAHAN GIRLS SCHOOL & COLLEGE,KHALIA,TAKARHAT,1687271204
DHAKA,MADARIPUR,RAJOIR,SCHOOL AND COLLEGE,Higher Secondary ,110821,TAKERHAT POPULAR HIGH SCHOOL  and college,TAKERHAT,TATIKANDA,1727689141
DHAKA,MANIKGANJ,GHIOR,SCHOOL AND COLLEGE,Higher Secondary ,110911,BANIAJURI UNION HIGH SCHOOL,BANIAJURI,RATHORA,1720040492
DHAKA,MUNSHIGANJ,MUNSHIGANJ SADAR,SCHOOL AND COLLEGE,Higher Secondary ,132175,PRESIDENT PROF. DR. IAZUDDIN AHMED RESIDENTIAL MODEL SCHOOL & COLLGE,MUNSHIGANJ,NAOGAON,
DHAKA,MUNSHIGANJ,SREENAGAR,SCHOOL AND COLLEGE,Higher Secondary ,111232,RARIKHAL SIR J.C.BOSE INSTITUTION & COLLEGE,RARYKAL,RARIKHAL,1711000827
DHAKA,MYMENSINGH,BHALUKA,SCHOOL AND COLLEGE,Higher Secondary ,111357,DHALIA BAHULI UCHCHA MADHYAMIC BIDDAYLOY,DHALIA,DHALIA,1712483209
DHAKA,MYMENSINGH,BHALUKA,SCHOOL AND COLLEGE,Higher Secondary ,111297,SAYER SAFAYEY MASHYMIK BIDDYANIKATION,NAMA MAHMUDPUR,MUHAMODPUR,1711780172
DHAKA,MYMENSINGH,BHALUKA,SCHOOL AND COLLEGE,Higher Secondary ,111358,UTHURA HIGH SCHOOL & COLLEGE,UTHURA BAZAR,UTHURA,1723151115
DHAKA,MYMENSINGH,DHOBAURA,SCHOOL AND COLLEGE,Higher Secondary ,111388,KALSINDUR UCHCHA MADHYAMIK BIDYALAYA,KALSINDUR BAZAR,KALSINDUR,1916073792
DHAKA,MYMENSINGH,FULBARIA,SCHOOL AND COLLEGE,Higher Secondary ,111429,SHAPLA GIRLS HIGH SCHOOL AND COLLEGE,JAGATGONJ,PALASHI HATA,1718883425
DHAKA,MYMENSINGH,GAURIPUR,SCHOOL AND COLLEGE,Higher Secondary ,111724,SHAHGONJ HIGH SCHOOL AND COLLEGE,SHAHGANJ,FULBARIYA,1722002788
DHAKA,MYMENSINGH,ISHWARGANJ,SCHOOL AND COLLEGE,Higher Secondary ,111824,ISHWARGANJ GIRLS SXHOOL & COLLEGE,ISHAWARGANJ,DATAPARA,17125677353
DHAKA,MYMENSINGH,ISHWARGANJ,SCHOOL AND COLLEGE,Higher Secondary ,111781,UCHAKHILA  HIGHER SECONDARY  SCHOOL,UCHAKHILA,UCHAKHILA,1716895225
DHAKA,MYMENSINGH,MYMENSINGH SADAR,SCHOOL AND COLLEGE,Higher Secondary ,134827,BIR MUKTI JUDDha addhakka MOTIUR RAHMAN ACADEMY SCHOOL and COLLEGE,MYMENSINGH,MEDICAL COLLEGE GATE,1676127926
DHAKA,MYMENSINGH,MYMENSINGH SADAR,SCHOOL AND COLLEGE,Higher Secondary ,111925,CANTONMENT PUBLIC SCHOOL & COLLEGE,MYMENSINGH,MYMENSINGH,1819623611
DHAKA,MYMENSINGH,MYMENSINGH SADAR,SCHOOL AND COLLEGE,Higher Secondary ,111923,MAHAKALI GIRLS SCHOOL AND COLLEGE,MYMENSINGH,3 NO. RAMBABU ,1711390192
DHAKA,MYMENSINGH,MYMENSINGH SADAR,SCHOOL AND COLLEGE,Higher Secondary ,111922,MOMENSHAHI ISLAMI ACADEMY AND COLLEGE,MYMENSINGH,AKUA,1552454758
DHAKA,MYMENSINGH,MYMENSINGH SADAR,SCHOOL AND COLLEGE,Higher Secondary ,111921,MUsLIM GIRLS HIGH SCHOOL AND COLLEGE mymensingh,MYMENSINGH ,59/60 KA SIRAY ROAD,1716363487
DHAKA,MYMENSINGH,MYMENSINGH SADAR,SCHOOL AND COLLEGE,Higher Secondary ,111926,MYMENSINGH GIRLS  CADET  COLLEGE,MYMENSINGH,,1769011240
DHAKA,MYMENSINGH,NANDAIL,SCHOOL AND COLLEGE,Higher Secondary ,112072,MUSHULI SCHOOL & COLLEGE,MUSULI,MUSULI,1711350832
DHAKA,MYMENSINGH,TRISHAL,SCHOOL AND COLLEGE,Higher Secondary ,112240,KANTHAL HIGH SCHOOL AND COLLEGE,KANTHAL BAZAR,TETULPARA,1718363134
DHAKA,NARAYANGANJ,ARAIHAZAR,SCHOOL AND COLLEGE,Higher Secondary ,112305,BALIAPARA HIGH SCHOOL AND COLLEGE,BALIAPARA,BALIAPARA,1924755907
DHAKA,NARAYANGANJ,ARAIHAZAR,SCHOOL AND COLLEGE,Higher Secondary ,132151,SULTANSADI HIGH SCHOOL AND COLLEGE,SULTANSADI,SULTANSADI,1726402776
DHAKA,NARAYANGANJ,BANDAR,SCHOOL AND COLLEGE,Higher Secondary ,112378,BANDAR GIRL'S HIGHER SECONDARY SCHOOL,BANDAR,182 S S SHAH ROAD,1717198111
DHAKA,NARAYANGANJ,BANDAR,SCHOOL AND COLLEGE,Higher Secondary ,112403,HAJI IBRAHIM ALAMCHAN UCHHA MADYAIMIK BIDYALAYA,MADANGANJ,BALIA,1711453453
DHAKA,NARAYANGANJ,NARAYANGANJ SADAR,SCHOOL AND COLLEGE,Higher Secondary ,112484,ADARSHA GIRLS SCHOOL &  COLLEGE,NARAYANGANJ,35 SHASHUJA,1711265536
DHAKA,NARAYANGANJ,NARAYANGANJ SADAR,SCHOOL AND COLLEGE,Higher Secondary ,112428,ARRIBS INTERNATIONAL SCHOOL & COLLEGE,NARAYANGANJ,SARABANGLA  ROAD,1819227367
DHAKA,NARAYANGANJ,RUPGANJ,SCHOOL AND COLLEGE,Higher Secondary ,112492,BHULTA UCHHA MADHAMIC BIDDALAYA,BHULTA,BHULTA,1712145746
DHAKA,NARAYANGANJ,RUPGANJ,SCHOOL AND COLLEGE,Higher Secondary ,112511,HAJI MOHAMMAD EKHLAS UDDIN BHU.H/S AND COLLEGE,JATRAMURA,DIGHI BRAB (EKHLAS NAGAR),
DHAKA,NARAYANGANJ,RUPGANJ,SCHOOL AND COLLEGE,Higher Secondary ,112537,NURNNESSA UCHCHA MADHYAMIK BIDYALAYA,KHAAS DAUDPUR,DAYUDPUR,1711580656
DHAKA,NARAYANGANJ,RUPGANJ,SCHOOL AND COLLEGE,Higher Secondary ,112510,RUPSHI NEW MODEL HIGH SCHOOL AND COLLEGE,RUPASHI BAZAR,RUPSHI,1921008094
DHAKA,NARAYANGANJ,RUPGANJ,SCHOOL AND COLLEGE,Higher Secondary ,112493,YOUSUF GONJ HIGH SCHOOL AND COLLEGE,PASHIBAZAR,YOUSUFGANJ,1813018962
DHAKA,NARAYANGANJ,SONARGAON,SCHOOL AND COLLEGE,Higher Secondary ,112335,MaGHNA SHILPA NAGARI high SCHOOL AND COLLEGE,NEW TOWN,PROTAB NAGAR,1681307911
DHAKA,NARAYANGANJ,SONARGAON,SCHOOL AND COLLEGE,Higher Secondary ,112483,SIDDHIRGONJ REBOTI MOHAN PILOT SCHOOL AND COLLEGE,SIDDHIRGONJ,KOLA BAG,1914809394
DHAKA,NARAYANGANJ,SONARGAON,SCHOOL AND COLLEGE,Higher Secondary ,112372,SINHA UCHCHA MADHAMIK BIDDALAYA,KANCHPUR,KACHPUR,1199843400
DHAKA,NARAYANGANJ,SONARGAON,SCHOOL AND COLLEGE,Higher Secondary ,112373,SONARGAON G.R.INSTITUTION,AMINPUR,AMINPUR,1815416879
DHAKA,NARSINGDI,NARSINGDI SADAR,SCHOOL AND COLLEGE,Higher Secondary ,112720,MADHABDI UCHCHA MADHYMIC BALIKA BIDYALAYA,MADHABDI,KASHEPUR,
DHAKA,NARSINGDI,PALASH,SCHOOL AND COLLEGE,Higher Secondary ,112762,DR.NAZRUL BIN NOOR MOHSIN GIRLS SCHOOL & COLLEGE,GHORASHAL,GORA SHAL,1922590478
DHAKA,NARSINGDI,PALASH,SCHOOL AND COLLEGE,Higher Secondary ,112760,UREA SARKARKHANA COLLEGE,SARKARKHANA,KHANPUR,1813656566
DHAKA,NARSINGDI,ROYPURA,SCHOOL AND COLLEGE,Higher Secondary ,112819,ADIABAD ISLAMIA HIGH SCHOOL AND COLLEGE,ADIABAD,ADIABAD,1715523320
DHAKA,NARSINGDI,SHIBPUR,SCHOOL AND COLLEGE,Higher Secondary ,112884,SHAHID ASAD COLLEGIATE GIRLS SCHOOL & COLLEGE,DHANUA,DHANUA,1712587873
DHAKA,NETRAKONA,BARHATTA,SCHOOL AND COLLEGE,Higher Secondary ,112941,BAUSHI ARDHACHANDRA HIGHER SECONDARY SCHOOL,RUPGONJBAZAR,MAUATI,1728250502
DHAKA,NETRAKONA,KENDUA,SCHOOL AND COLLEGE,Higher Secondary ,113080,SANDIKONA UCHCHA MADHAYAMIK BIDHALYA,SANDIKONA,POTUYAPARA,1714218051
DHAKA,NETRAKONA,PURBADHALA,SCHOOL AND COLLEGE,Higher Secondary ,130870,KHALISHA PUR HIGH SCHOOL AND COLLEGE,KHALISPUR,KHALISHAUR,1716409271
DHAKA,RAJBARI,BALIAKANDI,SCHOOL AND COLLEGE,Higher Secondary ,113300,LIAKAT ALI SMIRITI SCHOOL AND COLLEGE,NARUYA,BILDAMU,1740908259
DHAKA,RAJBARI,PANGSHA,SCHOOL AND COLLEGE,Higher Secondary ,113424,KALIMOHAR JOHURUNNESA HIGHER SECONDARY SCHOOL,KALIMAHAR,KALIMAHAR,1936657622
DHAKA,RAJBARI,RAJBARI SADAR,SCHOOL AND COLLEGE,Higher Secondary ,113492,ANKUR COLLEGIATE HIGHER SECONDARY SCHOOL,RAJBARI,SOJONKANDA,1717103073
DHAKA,RAJBARI,RAJBARI SADAR,SCHOOL AND COLLEGE,Higher Secondary ,113493,BELGACHHI  ALIMUZZAMAN  SCHOOL  & COLLEGE,KHANGONG,HARIHARPUR,1712620227
DHAKA,SHARIATPUR,NARIA,SCHOOL AND COLLEGE,Higher Secondary ,113593,"SHURESWAR HIGH SCHOOL & COLLEGE, SHURESWAR, NARIA",SURESHWAR,SURESHWAR,1714712592
DHAKA,SHARIATPUR,SHARIATPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,113618,DOMSHAR JAGAT CHANDRA INSTITUTION AND COLLEGE,KOARPUR,KOYERPUR,1712586103
DHAKA,SHARIATPUR,SHARIATPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,113611,GONGANAGAR ADARSHA  SCHOOL AND COLLEGE,GAYGHAR,GAYGHAR,1718000125
DHAKA,SHARIATPUR,ZANJIRA,SCHOOL AND COLLEGE,Higher Secondary ,113678,ZAZIRA GIRLS HIGH SCHOOL&COLLEGE,ZAZIRA,HARIASA,1726782888
DHAKA,TANGAIL,GHATAIL,SCHOOL AND COLLEGE,Higher Secondary ,114199,"CANTONMENT PUBLIC SCHOOL AND COLLEGE ,GHATAIL",SHAHID SALAUDDIN SENANIBAS,SHAHID SALAUDDIN SENANIBAS,1715082714
DHAKA,TANGAIL,GHATAIL,SCHOOL AND COLLEGE,Higher Secondary ,114200,PAKUTIA  PUBLIC  UCHCHA MADHYAMIK  BIDYALAYA  AND  COLLEGE,D.PAKUTIA,PAKUTIA,1716596823
DHAKA,TANGAIL,GOPALPUR,SCHOOL AND COLLEGE,Higher Secondary ,114275,NARUCHI HIGH SCHOOL AND COLLEGE,HEMNAGAR,NARUCHI,1717094273
DHAKA,TANGAIL,GOPALPUR,SCHOOL AND COLLEGE,Higher Secondary ,114274,SHIMLA PUBLIC HIGHER SECONDARY SCHOOL,NAGDA SIMLA,NAGDA SIMLA,1741049808
DHAKA,TANGAIL,KALIHATI,SCHOOL AND COLLEGE,Higher Secondary ,114354,NARANDIA T.R.K.N UCHCHA ;MADHAMIC BIDYAL,NAGARBARI,NARANDIA,1722117937
DHAKA,TANGAIL,MADHUPUR,SCHOOL AND COLLEGE,Higher Secondary ,114460,MADHUPUR SHAHID SMRITY HIGHER SECONDARY SCHOL,MADHUPUR,TANGRI -BOALI,1716918831
DHAKA,TANGAIL,MIRZAPUR,SCHOOL AND COLLEGE,Higher Secondary ,133861,MIRZAPUR CADET COLLEGE,CADET COLLEGE,RAJABARI,1769011228
DHAKA,TANGAIL,MIRZAPUR,SCHOOL AND COLLEGE,Higher Secondary ,114529,VARATESHWARI  HOMES,MIRZAPUR,04 NO MIRJAPUR,1711425822
DHAKA,TANGAIL,TANGAIL SADAR,SCHOOL AND COLLEGE,Higher Secondary ,114690,ABEDA KHANAM GIRLS HIGH SCHOOL AND COLLEGE,KARTIA,KARTIA,1736438713
DHAKA,TANGAIL,TANGAIL SADAR,SCHOOL AND COLLEGE,Higher Secondary ,114688,DHARER BARI MUSLIM HIGH SCHOOL AND COLLEGE,DHARERBARI,DHARER BARI,1712631645
DHAKA,TANGAIL,TANGAIL SADAR,SCHOOL AND COLLEGE,Higher Secondary ,114749,H M INSTITUTION SCHOOL & COLLEGE,KAROTIYA,KAROTIYA,1726640014
DHAKA,TANGAIL,TANGAIL SADAR,SCHOOL AND COLLEGE,Higher Secondary ,114679,VIBEKANANDA HIGH SCHOOL AND COLLEGE,TANGAIL,AKUR TUKUR,1914479622
FOREIGN,LIBYA,TRIPOLI,SCHOOL AND COLLEGE,Higher Secondary ,133915,"BANGLADESH COMMUNITY SCHOOL, TRIPOLI",TRIPOLI,TRIPOLI,
